544	5.0	40	Cry, the Beloved Country	1995	(Drama)
311	3.5	40	Cry, the Beloved Country	1995	(Drama)
603	5.0	53	Lamerica	1994	(Adventure,Drama)
85	5.0	53	Lamerica	1994	(Adventure,Drama)
84	4.0	55	Georgia	1995	(Drama)
603	4.0	77	Nico Icon	1995	(Documentary)
606	4.0	80	White Balloon, The (Badkonake sefid)	1995	(Children,Drama)
325	4.0	80	White Balloon, The (Badkonake sefid)	1995	(Children,Drama)
479	5.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
40	5.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
606	4.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
474	2.5	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
603	1.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
90	5.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
454	3.5	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
108	5.0	82	Antonia's Line (Antonia)	1995	(Comedy,Drama)
603	5.0	85	Angels and Insects	1995	(Drama,Romance)
90	5.0	85	Angels and Insects	1995	(Drama,Romance)
191	5.0	85	Angels and Insects	1995	(Drama,Romance)
262	3.0	85	Angels and Insects	1995	(Drama,Romance)
160	5.0	85	Angels and Insects	1995	(Drama,Romance)
199	1.0	85	Angels and Insects	1995	(Drama,Romance)
385	3.0	85	Angels and Insects	1995	(Drama,Romance)
191	5.0	99	Heidi Fleiss: Hollywood Madam	1995	(Documentary)
603	5.0	99	Heidi Fleiss: Hollywood Madam	1995	(Documentary)
4	4.0	106	Nobody Loves Me (Keiner liebt mich)	1994	(Comedy,Drama)
603	4.0	108	Catwalk	1996	(Documentary)
40	4.0	121	Boys of St. Vincent, The	1992	(Drama)
603	4.0	121	Boys of St. Vincent, The	1992	(Drama)
246	5.0	123	Chungking Express (Chung Hing sam lam)	1994	(Drama,Mystery,Romance)
603	3.0	123	Chungking Express (Chung Hing sam lam)	1994	(Drama,Mystery,Romance)
318	4.5	123	Chungking Express (Chung Hing sam lam)	1994	(Drama,Mystery,Romance)
397	5.0	123	Chungking Express (Chung Hing sam lam)	1994	(Drama,Mystery,Romance)
191	5.0	148	Awfully Big Adventure, An	1995	(Drama)
262	5.0	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
105	4.5	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
268	5.0	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
543	0.5	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
229	3.0	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
191	5.0	213	Burnt by the Sun (Utomlyonnye solntsem)	1994	(Drama)
603	4.0	214	Before the Rain (Pred dozhdot)	1994	(Drama,War)
84	4.0	214	Before the Rain (Pred dozhdot)	1994	(Drama,War)
43	5.0	238	Far From Home: The Adventures of Yellow Dog	1995	(Adventure,Children)
27	3.0	238	Far From Home: The Adventures of Yellow Dog	1995	(Adventure,Children)
607	4.0	241	Fluke	1995	(Children,Drama)
606	4.0	263	Ladybird Ladybird	1994	(Drama)
594	4.5	284	New York Cop (Nyû Yôku no koppu)	1993	(Action,Crime)
604	4.0	285	Beyond Bedlam	1993	(Drama,Horror)
603	3.0	299	Priest	1994	(Drama)
96	3.0	299	Priest	1994	(Drama)
191	5.0	299	Priest	1994	(Drama)
84	5.0	299	Priest	1994	(Drama)
603	4.0	301	Picture Bride (Bijo photo)	1994	(Drama,Romance)
84	4.0	321	Strawberry and Chocolate (Fresa y chocolate)	1993	(Drama)
606	4.0	321	Strawberry and Chocolate (Fresa y chocolate)	1993	(Drama)
84	4.0	324	Sum of Us, The	1994	(Comedy,Drama)
479	4.0	341	Double Happiness	1994	(Drama)
290	4.0	341	Double Happiness	1994	(Drama)
603	4.0	363	Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)	1993	(Documentary)
387	4.0	363	Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)	1993	(Documentary)
84	4.0	369	Mrs. Parker and the Vicious Circle	1994	(Drama)
603	4.0	369	Mrs. Parker and the Vicious Circle	1994	(Drama)
33	4.0	385	Man of No Importance, A	1994	(Drama)
410	5.0	389	Colonel Chabert, Le	1994	(Drama,Romance,War)
467	4.0	389	Colonel Chabert, Le	1994	(Drama,Romance,War)
47	4.5	391	Jason's Lyric	1994	(Crime,Drama)
575	5.0	430	Calendar Girl	1993	(Comedy,Drama)
608	2.5	430	Calendar Girl	1993	(Comedy,Drama)
469	4.0	451	Flesh and Bone	1993	(Drama,Mystery,Romance)
492	5.0	467	Live Nude Girls	1995	(Comedy)
395	1.0	484	Lassie	1994	(Adventure,Children)
43	5.0	484	Lassie	1994	(Adventure,Children)
603	5.0	495	In the Realm of the Senses (Ai no corrida)	1976	(Drama)
191	5.0	496	What Happened Was...	1994	(Comedy,Drama,Romance,Thriller)
606	4.0	506	Orlando	1992	(Drama,Fantasy,Romance)
603	5.0	506	Orlando	1992	(Drama,Fantasy,Romance)
603	4.0	526	Savage Nights (Nuits fauves, Les)	1992	(Drama)
603	4.0	549	Thirty-Two Short Films About Glenn Gould	1993	(Drama,Musical)
410	5.0	549	Thirty-Two Short Films About Glenn Gould	1993	(Drama,Musical)
606	4.0	563	Germinal	1993	(Drama,Romance)
606	4.0	583	Dear Diary (Caro Diario)	1994	(Comedy,Drama)
182	4.0	600	Love and a .45	1994	(Action,Comedy,Crime)
603	4.0	602	Great Day in Harlem, A	1994	(Documentary)
544	5.0	626	Thin Line Between Love and Hate, A	1996	(Comedy)
606	4.0	632	Land and Freedom (Tierra y libertad)	1995	(Drama,War)
555	5.0	633	Denise Calls Up	1995	(Comedy)
105	4.5	665	Underground	1995	(Comedy,Drama,War)
606	4.5	665	Underground	1995	(Comedy,Drama,War)
298	4.0	665	Underground	1995	(Comedy,Drama,War)
191	5.0	668	Song of the Little Road (Pather Panchali)	1955	(Drama)
474	3.5	668	Song of the Little Road (Pather Panchali)	1955	(Drama)
474	4.5	670	World of Apu, The (Apur Sansar)	1959	(Drama)
410	5.0	670	World of Apu, The (Apur Sansar)	1959	(Drama)
202	4.0	679	Run of the Country, The	1995	(Drama)
90	3.0	685	It's My Party	1996	(Drama)
40	5.0	685	It's My Party	1996	(Drama)
607	4.0	695	True Crime	1996	(Mystery,Thriller)
391	4.0	695	True Crime	1996	(Mystery,Thriller)
84	4.0	722	Haunted World of Edward D. Wood Jr., The	1996	(Documentary)
